granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3,n_dose_4,pr100_dose_1,pr100_dose_2,pr100_dose_3,pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,22656,21864,14703,73,86.1412113607848,83.1299190144862,55.9028173833695,0.277555986464393,26301,Oslo,2022-06-24
total,county,county03,2020,045_054,male,1900,1,1900-01,1899/1900,24,1900-01-01,41597,40611,31996,187,89.7454153182309,87.6181229773463,69.0312837108954,0.403451995685005,46350,Oslo,2022-06-24
total,county,county03,2020,055_064,male,1900,1,1900-01,1899/1900,24,1900-01-01,32900,32388,28460,267,93.0508810136607,91.6027943547247,80.4932545182001,0.755154566281076,35357,Oslo,2022-06-24
total,county,county03,2020,065_074,male,1900,1,1900-01,1899/1900,24,1900-01-01,22898,22702,20844,334,95,94.9516918315279,87.1805596218997,1.39696348655318,23909,Oslo,2022-06-24
total,county,county03,2020,075_079,male,1900,1,1900-01,1899/1900,24,1900-01-01,8752,8690,8099,171,95,95,91.3386714785159,1.92849892861171,8867,Oslo,2022-06-24
total,county,county03,2020,080_084,male,1900,1,1900-01,1899/1900,24,1900-01-01,4441,4404,4065,389,95,95,91.8021680216802,8.78500451671183,4428,Oslo,2022-06-24
total,county,county03,2020,085p,male,1900,1,1900-01,1899/1900,24,1900-01-01,3875,3821,3227,318,95,95,88.9470782800441,8.7651598676957,3628,Oslo,2022-06-24
total,county,county11,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,9406,820,,,73.3296951742418,6.39276526077805,,,12827,Rogaland,2022-06-24
total,county,county11,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,5361,5146,,,90.3285593934288,86.7059814658804,,,5935,Rogaland,2022-06-24
total,county,county11,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,18619,17873,9831,17,92.5397614314115,88.8320079522863,48.8618290258449,0.084493041749503,20120,Rogaland,2022-06-24
total,county,county11,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,42835,41274,23944,102,87.7766393442623,84.577868852459,49.0655737704918,0.209016393442623,48800,Rogaland,2022-06-24
total,county,county11,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,14750,14374,10394,110,90.7468930724745,88.4336163405931,63.9473360403593,0.676756490709979,16254,Rogaland,2022-06-24
total,county,county11,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,29583,29175,24551,295,93.1718686025637,91.8868697048912,77.3235488646027,0.929104595130862,31751,Rogaland,2022-06-24
total,county,county11,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,25940,25741,24084,387,95,94.5491276400367,88.4628099173554,1.42148760330579,27225,Rogaland,2022-06-24
total,county,county11,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,20812,20676,19836,434,95,95,92.6309890725694,2.0267114971514,21414,Rogaland,2022-06-24
total,county,county11,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,7919,7873,7371,163,95,95,91.8504672897196,2.03115264797508,8025,Rogaland,2022-06-24
total,county,county11,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,5066,5010,4571,214,95,95,90.0867165944029,4.21757981868348,5074,Rogaland,2022-06-24
total,county,county11,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,6097,5991,5111,148,95,95,89.1194420226678,2.58064516129032,5735,Rogaland,2022-06-24
total,county,county11,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,9451,710,,,70.6088905491222,5.30444527456108,,,13385,Rogaland,2022-06-24
total,county,county11,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,5523,5111,,,88.4245917387128,81.8283701569004,,,6246,Rogaland,2022-06-24
total,county,county11,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,19134,18007,7412,9,88.6079466518478,83.3889043252755,34.3243493563027,0.0416782439566546,21594,Rogaland,2022-06-24
total,county,county11,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,43337,41352,21728,77,84.0336623296039,80.1845998720211,42.1322060848151,0.149308720017064,51571,Rogaland,2022-06-24
total,county,county11,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,15001,14543,9696,53,84.9481850614418,82.3546067161221,54.9068463672915,0.300130245200748,17659,Rogaland,2022-06-24
total,county,county11,2020,045_054,male,1900,1,1900-01,1899/1900,24,1900-01-01,30674,30164,24550,207,89.9478036478799,88.4522901882588,71.9899126150959,0.607002521846226,34102,Rogaland,2022-06-24
total,county,county11,2020,055_064,male,1900,1,1900-01,1899/1900,24,1900-01-01,26755,26493,24632,343,93.6570168376098,92.7398746805755,86.2253649315644,1.20068610634648,28567,Rogaland,2022-06-24
total,county,county11,2020,065_074,male,1900,1,1900-01,1899/1900,24,1900-01-01,20994,20855,20085,403,95,95,93.3231112350153,1.87250255552458,21522,Rogaland,2022-06-24
total,county,county11,2020,075_079,male,1900,1,1900-01,1899/1900,24,1900-01-01,7367,7323,6905,167,95,95,93.3234220840654,2.25706176510339,7399,Rogaland,2022-06-24
total,county,county11,2020,080_084,male,1900,1,1900-01,1899/1900,24,1900-01-01,4110,4078,3754,244,95,95,92.5086249383933,6.01281419418433,4058,Rogaland,2022-06-24
total,county,county11,2020,085p,male,1900,1,1900-01,1899/1900,24,1900-01-01,3554,3497,3008,158,95,95,91.4841849148418,4.80535279805353,3288,Rogaland,2022-06-24
total,county,county15,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,5362,813,,,82.6194144838213,12.5269645608629,,,6490,Møre og Romsdal,2022-06-24
total,county,county15,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,3035,3161,,,93.6150524367674,95,,,3242,Møre og Romsdal,2022-06-24
total,county,county15,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,10079,9833,5804,15,92.748688690531,90.48495444925,53.4094046194902,0.138032575687862,10867,Møre og Romsdal,2022-06-24
total,county,county15,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,20809,20237,12817,98,89.9809737957278,87.5075672403356,55.4224682175906,0.423765458790971,23126,Møre og Romsdal,2022-06-24
total,county,county15,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,7232,7116,5440,57,91.9633774160732,90.4883011190234,69.175991861648,0.724821973550356,7864,Møre og Romsdal,2022-06-24
total,county,county15,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,16112,15930,13856,193,94.3049458589406,93.2396839332748,81.1003804506878,1.12964588820603,17085,Møre og Romsdal,2022-06-24
total,county,county15,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,15348,15244,14386,276,95,95,90.0757623192036,1.72813223968443,15971,Møre og Romsdal,2022-06-24
total,county,county15,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,14584,14511,14247,298,95,95,95,1.99304440877475,14952,Møre og Romsdal,2022-06-24
total,county,county15,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,5631,5604,5286,121,95,95,92.8019662921348,2.12429775280899,5696,Møre og Romsdal,2022-06-24
total,county,county15,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,3623,3582,3304,328,95,95,91.7522910302694,9.10858094973618,3601,Møre og Romsdal,2022-06-24
total,county,county15,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,4821,4733,4058,455,95,95,90.1577427238391,10.1088646967341,4501,Møre og Romsdal,2022-06-24
total,county,county15,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,5621,780,,,82.7956989247312,11.4891736632788,,,6789,Møre og Romsdal,2022-06-24
total,county,county15,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,3068,3074,,,90.6887378066805,90.8660951817913,,,3383,Møre og Romsdal,2022-06-24
total,county,county15,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,10833,10398,4791,10,90.9037509440295,87.2535033985063,40.2030712427624,0.0839137366786943,11917,Møre og Romsdal,2022-06-24
total,county,county15,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,21855,21083,11907,44,85.7563272513243,82.7270943692368,46.7216009417304,0.172650578771827,25485,Møre og Romsdal,2022-06-24
total,county,county15,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,7088,6934,4852,38,84.7745484989834,82.9326635569908,58.0313359645975,0.454491089582586,8361,Møre og Romsdal,2022-06-24
total,county,county15,2020,045_054,male,1900,1,1900-01,1899/1900,24,1900-01-01,16636,16363,13527,135,90.0070334902343,88.5300005410377,73.186171076124,0.730400908943353,18483,Møre og Romsdal,2022-06-24
total,county,county15,2020,055_064,male,1900,1,1900-01,1899/1900,24,1900-01-01,16098,15999,15070,208,94.3998123497332,93.8192693367736,88.3715475282941,1.21972673429895,17053,Møre og Romsdal,2022-06-24
total,county,county15,2020,065_074,male,1900,1,1900-01,1899/1900,24,1900-01-01,14816,14754,14509,296,95,95,95,1.94749654582538,15199,Møre og Romsdal,2022-06-24
total,county,county15,2020,075_079,male,1900,1,1900-01,1899/1900,24,1900-01-01,5490,5463,5188,144,95,95,94.7406866325785,2.62965668371074,5476,Møre og Romsdal,2022-06-24
total,county,county15,2020,080_084,male,1900,1,1900-01,1899/1900,24,1900-01-01,3073,3042,2821,309,95,95,93.5034802784223,10.24196221412,3017,Møre og Romsdal,2022-06-24
total,county,county15,2020,085p,male,1900,1,1900-01,1899/1900,24,1900-01-01,2791,2756,2370,293,95,95,93.2703659976387,11.5308933490752,2541,Møre og Romsdal,2022-06-24
total,county,county18,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,4437,532,,,82.4261564183541,9.88296488946684,,,5383,Nordland,2022-06-24
total,county,county18,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,2498,2510,,,93.6984246061516,94.1485371342836,,,2666,Nordland,2022-06-24
total,county,county18,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,8651,8397,4141,10,92.1691881525676,89.4630300447475,44.1189004900916,0.106541657788195,9386,Nordland,2022-06-24
total,county,county18,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,19135,18464,10708,81,89.7514071294559,86.6041275797373,50.2251407129456,0.379924953095685,21320,Nordland,2022-06-24
total,county,county18,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,6069,5943,4176,56,92.0521765508873,90.1410586986198,63.3399059608676,0.849385712118914,6593,Nordland,2022-06-24
total,county,county18,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,14793,14619,11989,177,93.7630728275338,92.6602015592318,75.9903657222539,1.12188629016923,15777,Nordland,2022-06-24
total,county,county18,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,15022,14886,13490,258,95,94.773031132616,85.8852740816197,1.64257974151652,15707,Nordland,2022-06-24
total,county,county18,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,13543,13463,13070,332,95,95,93.8262742282843,2.38334529791816,13930,Nordland,2022-06-24
total,county,county18,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,5509,5474,5057,142,95,95,90.7410730306836,2.54799928225372,5573,Nordland,2022-06-24
total,county,county18,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,3619,3585,3222,127,95,95,89.3015521064302,3.519955654102,3608,Nordland,2022-06-24
total,county,county18,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,4219,4139,3363,111,95,95,83.4077380952381,2.75297619047619,4032,Nordland,2022-06-24
total,county,county18,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,4708,535,,,81.5661815661816,9.26888426888427,,,5772,Nordland,2022-06-24
total,county,county18,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,2691,2588,,,92.7611168562565,89.2106170286108,,,2901,Nordland,2022-06-24
total,county,county18,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,9267,8790,3117,8,89.1486291486291,84.5598845598846,29.98556998557,0.076960076960077,10395,Nordland,2022-06-24
total,county,county18,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,19848,19078,9509,52,85.4081500925169,82.0947545075089,40.9182839192736,0.223761779766771,23239,Nordland,2022-06-24
total,county,county18,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,6010,5849,3686,34,85.8448793029567,83.5452078274532,52.6496214826453,0.485644907870304,7001,Nordland,2022-06-24
total,county,county18,2020,045_054,male,1900,1,1900-01,1899/1900,24,1900-01-01,14631,14410,11221,117,90.802457642897,89.4308943089431,69.6394215850556,0.726121765034444,16113,Nordland,2022-06-24
total,county,county18,2020,055_064,male,1900,1,1900-01,1899/1900,24,1900-01-01,15399,15262,13712,241,94.792243767313,93.9489073561096,84.4075100030779,1.48353339489074,16245,Nordland,2022-06-24
total,county,county18,2020,065_074,male,1900,1,1900-01,1899/1900,24,1900-01-01,14118,14042,13581,303,95,95,93.8043928719437,2.09283050145048,14478,Nordland,2022-06-24
total,county,county18,2020,075_079,male,1900,1,1900-01,1899/1900,24,1900-01-01,5401,5362,4982,154,95,95,92.3105428942005,2.85343709468223,5397,Nordland,2022-06-24
total,county,county18,2020,080_084,male,1900,1,1900-01,1899/1900,24,1900-01-01,3191,3155,2866,167,95,95,91.4194577352472,5.32695374800638,3135,Nordland,2022-06-24
total,county,county18,2020,085p,male,1900,1,1900-01,1899/1900,24,1900-01-01,2525,2474,2032,97,95,95,87.6239758516602,4.18283742992669,2319,Nordland,2022-06-24
total,county,county30,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,23376,2514,,,73.5626396450263,7.91138244642351,,,31777,Viken,2022-06-24
total,county,county30,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,13826,12724,,,89.7733913382248,82.6180118174145,,,15401,Viken,2022-06-24
total,county,county30,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,43778,41923,23558,35,92.8522949011623,88.9178756256893,49.9660643081361,0.0742343259523204,47148,Viken,2022-06-24
total,county,county30,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,102943,98195,57576,221,88.5569271796636,84.4724504279754,49.52987225257,0.190115703901243,116245,Viken,2022-06-24
total,county,county30,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,38946,37753,26150,170,91.633334901887,88.8264081690273,61.5265163992283,0.39998117735636,42502,Viken,2022-06-24
total,county,county30,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,86067,84541,69471,661,94.2074672446065,92.537133725194,76.0417692838144,0.723519302969604,91359,Viken,2022-06-24
total,county,county30,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,74864,74170,67759,874,95,94.5117677790945,86.3424952533864,1.11370210380111,78477,Viken,2022-06-24
total,county,county30,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,61846,61479,59420,974,95,95,93.2824691125449,1.5290663903672,63699,Viken,2022-06-24
total,county,county30,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,26298,26142,24668,465,95,95,92.49343832021,1.74353205849269,26670,Viken,2022-06-24
total,county,county30,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,16062,15911,14707,1691,95,95,91.5753424657534,10.5292652552927,16060,Viken,2022-06-24
total,county,county30,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,17829,17476,14808,1740,95,95,88.9957329166416,10.4573592162991,16639,Viken,2022-06-24
total,county,county30,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,24421,2436,,,72.5304425304425,7.23492723492724,,,33670,Viken,2022-06-24
total,county,county30,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,14212,12489,,,86.8757259001161,76.3432972675591,,,16359,Viken,2022-06-24
total,county,county30,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,46714,43831,19908,32,89.6553047750653,84.1221403347152,38.2081989866421,0.0614156302779057,52104,Viken,2022-06-24
total,county,county30,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,100968,95663,52462,174,83.6846162134385,79.2877093814493,43.4817203053384,0.144215228796632,120653,Viken,2022-06-24
total,county,county30,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,37182,35940,23610,109,85.2446237791737,82.3971754780137,54.1290292998303,0.249896831583291,43618,Viken,2022-06-24
total,county,county30,2020,045_054,male,1900,1,1900-01,1899/1900,24,1900-01-01,86185,84474,67125,462,90.6304222093696,88.8311688311688,70.5873074294127,0.48582995951417,95095,Viken,2022-06-24
total,county,county30,2020,055_064,male,1900,1,1900-01,1899/1900,24,1900-01-01,76599,75834,68528,741,94.0638316161753,93.1244090233689,84.1526162612209,0.909950511463412,81433,Viken,2022-06-24
total,county,county30,2020,065_074,male,1900,1,1900-01,1899/1900,24,1900-01-01,59335,59016,57137,911,95,95,93.5215647761683,1.49112038628366,61095,Viken,2022-06-24
total,county,county30,2020,075_079,male,1900,1,1900-01,1899/1900,24,1900-01-01,23517,23398,22143,493,95,95,93.7706445329042,2.08774455831287,23614,Viken,2022-06-24
total,county,county30,2020,080_084,male,1900,1,1900-01,1899/1900,24,1900-01-01,12743,12632,11717,1452,95,95,93.4221017381598,11.5771009408388,12542,Viken,2022-06-24
total,county,county30,2020,085p,male,1900,1,1900-01,1899/1900,24,1900-01-01,10516,10340,8828,1195,95,95,91.7576135536846,12.42074628417,9621,Viken,2022-06-24
total,county,county34,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,6602,716,,,81.7382691593413,8.8646774792621,,,8077,Innlandet,2022-06-24
total,county,county34,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,3718,3728,,,91.0381978452498,91.28305582762,,,4084,Innlandet,2022-06-24
total,county,county34,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,13499,13051,7285,11,92.3829728989871,89.3169997262524,49.8562825075281,0.0752805912948262,14612,Innlandet,2022-06-24
total,county,county34,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,27344,26386,15978,95,89.5937090432503,86.4547837483617,52.3525557011796,0.31127129750983,30520,Innlandet,2022-06-24
total,county,county34,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,9558,9364,6764,55,92.7600931677019,90.8773291925466,65.6444099378882,0.533773291925466,10304,Innlandet,2022-06-24
total,county,county34,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,24250,23900,19796,225,94.1053203461524,92.7470992277543,76.8209864565951,0.87314214754162,25769,Innlandet,2022-06-24
total,county,county34,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,24222,24035,22055,327,95,94.5217870064496,86.735095170678,1.28598395469561,25428,Innlandet,2022-06-24
total,county,county34,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,22802,22682,22088,387,95,95,94.0595324277137,1.64800068134395,23483,Innlandet,2022-06-24
total,county,county34,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,9505,9446,8894,227,95,95,92.4051948051948,2.35844155844156,9625,Innlandet,2022-06-24
total,county,county34,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,6104,6029,5527,502,95,95,91.1895726777759,8.2824616399934,6061,Innlandet,2022-06-24
total,county,county34,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,6971,6836,5696,574,95,95,88.0370942812983,8.87171561051005,6470,Innlandet,2022-06-24
total,county,county34,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,7084,714,,,80.9507484858873,8.15906753513884,,,8751,Innlandet,2022-06-24
total,county,county34,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,3854,3699,,,89.9626517273576,86.3445378151261,,,4284,Innlandet,2022-06-24
total,county,county34,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,14366,13685,5851,5,90.420443101712,86.1341893252769,36.8265357502518,0.0314702920443102,15888,Innlandet,2022-06-24
total,county,county34,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,28348,27263,14922,49,86.1903314077227,82.8914563697173,45.3694131955002,0.148981453329279,32890,Innlandet,2022-06-24
total,county,county34,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,9174,8958,5938,29,87.8146836412367,85.7471044318943,56.8392840049775,0.277591653106155,10447,Innlandet,2022-06-24
total,county,county34,2020,045_054,male,1900,1,1900-01,1899/1900,24,1900-01-01,23981,23642,18801,159,91.9904867850704,90.6900916797729,72.120142698224,0.609919828148376,26069,Innlandet,2022-06-24
total,county,county34,2020,055_064,male,1900,1,1900-01,1899/1900,24,1900-01-01,24446,24269,21843,264,94.6712105956161,93.9857485864766,84.5906591278755,1.02238401363179,25822,Innlandet,2022-06-24
total,county,county34,2020,065_074,male,1900,1,1900-01,1899/1900,24,1900-01-01,22331,22221,21674,402,95,95,94.4606668119416,1.75201568969274,22945,Innlandet,2022-06-24
total,county,county34,2020,075_079,male,1900,1,1900-01,1899/1900,24,1900-01-01,8669,8606,8106,188,95,95,93.2688988608906,2.1631572891497,8691,Innlandet,2022-06-24
total,county,county34,2020,080_084,male,1900,1,1900-01,1899/1900,24,1900-01-01,4896,4860,4446,402,95,95,92.4708818635607,8.36106489184692,4808,Innlandet,2022-06-24
total,county,county34,2020,085p,male,1900,1,1900-01,1899/1900,24,1900-01-01,4206,4119,3468,346,95,95,90.5010438413361,9.02922755741127,3832,Innlandet,2022-06-24
total,county,county38,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,7424,672,,,76.182657773217,6.89584402257568,,,9745,Vestfold og Telemark,2022-06-24
total,county,county38,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,4485,4141,,,90.6243685593049,83.6734693877551,,,4949,Vestfold og Telemark,2022-06-24
total,county,county38,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,14549,13943,7392,6,92.357011362915,88.510125055545,46.9243953532661,0.0380879832412874,15753,Vestfold og Telemark,2022-06-24
total,county,county38,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,32552,31302,18149,77,88.1165069568513,84.7328244274809,49.1283633804342,0.208434843809214,36942,Vestfold og Telemark,2022-06-24
total,county,county38,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,11802,11540,8114,61,92.1023880131107,90.057749336663,63.3213672545653,0.476041829249259,12814,Vestfold og Telemark,2022-06-24
total,county,county38,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,27876,27486,22514,242,93.3775499949754,92.0711486282786,75.4162060764412,0.810638796770844,29853,Vestfold og Telemark,2022-06-24
total,county,county38,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,27025,26759,24539,364,95,94.3380927199013,86.5115459192667,1.28327163758153,28365,Vestfold og Telemark,2022-06-24
total,county,county38,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,24408,24282,23413,534,95,95,93.004687375864,2.12123619607532,25174,Vestfold og Telemark,2022-06-24
total,county,county38,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,9757,9699,9124,226,95,95,92.0593280193724,2.28029462213702,9911,Vestfold og Telemark,2022-06-24
total,county,county38,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,6219,6172,5694,454,95,95,91.3524787421787,7.28381196855447,6233,Vestfold og Telemark,2022-06-24
total,county,county38,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,7169,7044,6018,541,95,95,89.8343036274071,8.07583221376325,6699,Vestfold og Telemark,2022-06-24
total,county,county38,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,8095,737,,,76.2025793090464,6.93777652263956,,,10623,Vestfold og Telemark,2022-06-24
total,county,county38,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,4624,4125,,,88.3961001720512,78.8568151405085,,,5231,Vestfold og Telemark,2022-06-24
total,county,county38,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,15733,14913,6361,14,89.042956590639,84.4020601052691,36.0009055407776,0.0792348180429,17669,Vestfold og Telemark,2022-06-24
total,county,county38,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,32833,31350,16427,54,84.3775699013158,80.56640625,42.2157689144737,0.138774671052632,38912,Vestfold og Telemark,2022-06-24
total,county,county38,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,11357,11040,7208,30,86.8670644026312,84.4424047728316,55.132323695885,0.229463056447912,13074,Vestfold og Telemark,2022-06-24
