granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3,n_dose_4,pr100_dose_1,pr100_dose_2,pr100_dose_3,pr100_dose_4,pop,location_name,date_of_publishing
total,county,county15,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,5369,844,,,82.7272727272727,13.0046224961479,,,6490,Møre og Romsdal,2022-11-14
total,county,county15,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,3031,3173,,,93.4916718075262,95,,,3242,Møre og Romsdal,2022-11-14
total,county,county15,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,9860,9627,5779,39,90.7334130854882,88.5893070764701,53.1793503266771,0.358884696788442,10867,Møre og Romsdal,2022-11-14
total,county,county15,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,20876,20304,13071,302,90.2706909971461,87.7972844417539,56.5207991005794,1.30588947504973,23126,Møre og Romsdal,2022-11-14
total,county,county15,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,7228,7119,5499,161,91.912512716175,90.5264496439471,69.9262461851475,2.04730417090539,7864,Møre og Romsdal,2022-11-14
total,county,county15,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,16110,15927,13934,652,94.2932396839333,93.2221246707638,81.5569212759731,3.81621305238513,17085,Møre og Romsdal,2022-11-14
total,county,county15,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,15332,15230,14462,1307,95,95,90.5516248199862,8.183582743723,15971,Møre og Romsdal,2022-11-14
total,county,county15,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,14582,14509,14355,9412,95,95,95,62.94810058855,14952,Møre og Romsdal,2022-11-14
total,county,county15,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,5628,5601,5330,4228,95,95,93.5744382022472,74.2275280898877,5696,Møre og Romsdal,2022-11-14
total,county,county15,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,3622,3583,3369,2642,95,95,93.5573451818939,73.3685087475701,3601,Møre og Romsdal,2022-11-14
total,county,county15,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,4823,4736,4163,2962,95,95,92.4905576538547,65.8075983114863,4501,Møre og Romsdal,2022-11-14
total,county,county15,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,5626,821,,,82.8693474738548,12.0930917660922,,,6789,Møre og Romsdal,2022-11-14
total,county,county15,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,3072,3087,,,90.8069760567544,91.2503694945315,,,3383,Møre og Romsdal,2022-11-14
total,county,county15,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,10702,10268,4825,45,89.8044809935386,86.1626248216833,40.48837794747,0.377611815054124,11917,Møre og Romsdal,2022-11-14
total,county,county15,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,21880,21104,12080,183,85.854424171081,82.8094957818325,47.4004316264469,0.718069452619188,25485,Møre og Romsdal,2022-11-14
total,county,county15,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,7081,6924,4901,127,84.6908264561655,82.8130606386796,58.6173902643225,1.51895706255233,8361,Møre og Romsdal,2022-11-14
total,county,county15,2020,045_054,male,1900,1,1900-01,1899/1900,24,1900-01-01,16643,16375,13609,539,90.0449061299573,88.5949250662771,73.6298219985933,2.91619325867013,18483,Møre og Romsdal,2022-11-14
total,county,county15,2020,055_064,male,1900,1,1900-01,1899/1900,24,1900-01-01,16090,15990,15163,1202,94.3528997830294,93.7664926992318,88.9169061162259,7.04861314724682,17053,Møre og Romsdal,2022-11-14
total,county,county15,2020,065_074,male,1900,1,1900-01,1899/1900,24,1900-01-01,14826,14764,14633,9283,95,95,95,61.0763866043819,15199,Møre og Romsdal,2022-11-14
total,county,county15,2020,075_079,male,1900,1,1900-01,1899/1900,24,1900-01-01,5491,5465,5249,4243,95,95,95,77.4835646457268,5476,Møre og Romsdal,2022-11-14
total,county,county15,2020,080_084,male,1900,1,1900-01,1899/1900,24,1900-01-01,3074,3043,2867,2375,95,95,95,78.7205833609546,3017,Møre og Romsdal,2022-11-14
total,county,county15,2020,085p,male,1900,1,1900-01,1899/1900,24,1900-01-01,2794,2763,2418,1856,95,95,95,73.0421094057458,2541,Møre og Romsdal,2022-11-14
total,county,county18,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,4405,554,,,81.8316923648523,10.2916589262493,,,5383,Nordland,2022-11-14
total,county,county18,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,2490,2516,,,93.3983495873968,94.3735933983496,,,2666,Nordland,2022-11-14
total,county,county18,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,8364,8120,4058,39,89.1114425740465,86.5118261240145,43.2346047304496,0.415512465373961,9386,Nordland,2022-11-14
total,county,county18,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,19041,18379,10844,259,89.3105065666041,86.2054409005629,50.8630393996248,1.21482176360225,21320,Nordland,2022-11-14
total,county,county18,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,6027,5908,4201,180,91.4151372667981,89.6101926285454,63.7190960109207,2.73016836038222,6593,Nordland,2022-11-14
total,county,county18,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,14788,14609,12062,622,93.7313811244216,92.5968181530076,76.453064587691,3.94244786714838,15777,Nordland,2022-11-14
total,county,county18,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,15003,14867,13561,1361,95,94.6520659578532,86.337301839944,8.66492646590692,15707,Nordland,2022-11-14
total,county,county18,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,13532,13451,13192,7198,95,95,94.7020818377602,51.6726489590811,13930,Nordland,2022-11-14
total,county,county18,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,5514,5477,5149,3520,95,95,92.3918894670734,63.1616723488247,5573,Nordland,2022-11-14
total,county,county18,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,3624,3590,3300,2267,95,95,91.4634146341463,62.8325942350333,3608,Nordland,2022-11-14
total,county,county18,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,4230,4155,3525,2168,95,95,87.4255952380952,53.7698412698413,4032,Nordland,2022-11-14
total,county,county18,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,4698,557,,,81.3929313929314,9.65003465003465,,,5772,Nordland,2022-11-14
total,county,county18,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,2679,2593,,,92.3474663908997,89.3829713891762,,,2901,Nordland,2022-11-14
total,county,county18,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,9070,8618,3120,30,87.2534872534873,82.9052429052429,30.01443001443,0.288600288600289,10395,Nordland,2022-11-14
total,county,county18,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,19690,18940,9606,193,84.7282585309179,81.5009251688971,41.3356857007617,0.830500451826671,23239,Nordland,2022-11-14
total,county,county18,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,5983,5825,3722,120,85.4592201114127,83.2023996571918,53.1638337380374,1.71404085130696,7001,Nordland,2022-11-14
total,county,county18,2020,045_054,male,1900,1,1900-01,1899/1900,24,1900-01-01,14604,14384,11299,512,90.6348910817353,89.2695339167132,70.1235027617452,3.17755849314218,16113,Nordland,2022-11-14
total,county,county18,2020,055_064,male,1900,1,1900-01,1899/1900,24,1900-01-01,15381,15245,13798,1344,94.6814404432133,93.8442597722376,84.9369036626654,8.27331486611265,16245,Nordland,2022-11-14
total,county,county18,2020,065_074,male,1900,1,1900-01,1899/1900,24,1900-01-01,14119,14041,13748,7103,95,95,94.9578671087167,49.0606437353226,14478,Nordland,2022-11-14
total,county,county18,2020,075_079,male,1900,1,1900-01,1899/1900,24,1900-01-01,5407,5367,5064,3606,95,95,93.8299055030573,66.8148971650917,5397,Nordland,2022-11-14
total,county,county18,2020,080_084,male,1900,1,1900-01,1899/1900,24,1900-01-01,3196,3163,2932,2157,95,95,93.524720893142,68.8038277511962,3135,Nordland,2022-11-14
total,county,county18,2020,085p,male,1900,1,1900-01,1899/1900,24,1900-01-01,2529,2477,2121,1471,95,95,91.4618369987063,63.4325140146615,2319,Nordland,2022-11-14
total,county,county30,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,23535,2758,,,74.0630015419958,8.67923340781068,,,31777,Viken,2022-11-14
total,county,county30,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,13870,12866,,,90.059087072268,83.5400298681904,,,15401,Viken,2022-11-14
total,county,county30,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,42814,41060,23373,217,90.8076694663612,87.0874692457793,49.5736828709595,0.460252820904386,47148,Viken,2022-11-14
total,county,county30,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,104157,99402,59019,1295,89.6012731730397,85.5107746569745,50.7712159662781,1.11402640973805,116245,Viken,2022-11-14
total,county,county30,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,39098,37936,26638,808,91.9909651310527,89.2569761422992,62.6746976612865,1.90108700767023,42502,Viken,2022-11-14
total,county,county30,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,86173,84664,70194,3537,94.3234930329798,92.6717674230235,76.8331527271533,3.87153974977835,91359,Viken,2022-11-14
total,county,county30,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,74953,74277,68348,6659,95,94.6481134599946,87.0930336276871,8.48528868330849,78477,Viken,2022-11-14
total,county,county30,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,61925,61562,60390,39918,95,95,94.8052559694815,62.6666038713324,63699,Viken,2022-11-14
total,county,county30,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,26324,26165,25080,20805,95,95,94.0382452193476,78.0089988751406,26670,Viken,2022-11-14
total,county,county30,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,16081,15937,14967,11956,95,95,93.1942714819427,74.4458281444583,16060,Viken,2022-11-14
total,county,county30,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,17851,17506,15263,11902,95,95,91.7302722519382,71.53074103011,16639,Viken,2022-11-14
total,county,county30,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,24570,2649,,,72.972972972973,7.86753786753787,,,33670,Viken,2022-11-14
total,county,county30,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,14299,12671,,,87.4075432483648,77.455834708723,,,16359,Viken,2022-11-14
total,county,county30,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,46005,43192,19882,182,88.2945647167204,82.8957469676033,38.1582987870413,0.349301397205589,52104,Viken,2022-11-14
total,county,county30,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,102210,96942,53741,842,84.7140145707111,80.3477741954199,44.5417851193091,0.697869095671057,120653,Viken,2022-11-14
total,county,county30,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,37393,36163,24073,600,85.7283690219634,82.9084322985923,55.1905176761887,1.37557888944931,43618,Viken,2022-11-14
total,county,county30,2020,045_054,male,1900,1,1900-01,1899/1900,24,1900-01-01,86343,84680,67950,3021,90.7965718492034,89.0477943109522,71.4548609285452,3.17682317682318,95095,Viken,2022-11-14
total,county,county30,2020,055_064,male,1900,1,1900-01,1899/1900,24,1900-01-01,76664,75910,69219,6772,94.1436518364791,93.2177372809549,85.0011666032198,8.31603895226751,81433,Viken,2022-11-14
total,county,county30,2020,065_074,male,1900,1,1900-01,1899/1900,24,1900-01-01,59378,59081,58104,38161,95,95,95,62.4617399132499,61095,Viken,2022-11-14
total,county,county30,2020,075_079,male,1900,1,1900-01,1899/1900,24,1900-01-01,23542,23429,22515,19132,95,95,95,81.0197340560685,23614,Viken,2022-11-14
total,county,county30,2020,080_084,male,1900,1,1900-01,1899/1900,24,1900-01-01,12761,12649,11910,10120,95,95,94.9609312709297,80.68888534524,12542,Viken,2022-11-14
total,county,county30,2020,085p,male,1900,1,1900-01,1899/1900,24,1900-01-01,10516,10346,9039,7508,95,95,93.9507327720611,78.0376260264006,9621,Viken,2022-11-14
total,county,county34,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,6611,742,,,81.8496966695555,9.18657917543642,,,8077,Innlandet,2022-11-14
total,county,county34,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,3727,3754,,,91.2585700293829,91.9196865817826,,,4084,Innlandet,2022-11-14
total,county,county34,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,13156,12726,7191,51,90.0355871886121,87.0928004379962,49.2129756364632,0.349028196003285,14612,Innlandet,2022-11-14
total,county,county34,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,27387,26426,16163,288,89.7346002621232,86.5858453473132,52.9587155963303,0.943643512450852,30520,Innlandet,2022-11-14
total,county,county34,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,9591,9395,6841,182,93.0803571428571,91.1781832298137,66.3916925465838,1.76630434782609,10304,Innlandet,2022-11-14
total,county,county34,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,24267,23914,19924,814,94.1712910861888,92.8014280724902,77.3177073227522,3.15883425821724,25769,Innlandet,2022-11-14
total,county,county34,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,24240,24047,22178,1790,95,94.5689790781815,87.2188139059305,7.03948403334906,25428,Innlandet,2022-11-14
total,county,county34,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,22820,22699,22358,14173,95,95,95,60.3542988544905,23483,Innlandet,2022-11-14
total,county,county34,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,9518,9462,9032,7228,95,95,93.838961038961,75.0961038961039,9625,Innlandet,2022-11-14
total,county,county34,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,6107,6042,5643,4490,95,95,93.1034482758621,74.0801847879888,6061,Innlandet,2022-11-14
total,county,county34,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,6980,6855,5883,4439,95,95,90.9273570324575,68.6089644513138,6470,Innlandet,2022-11-14
total,county,county34,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,7096,745,,,81.0878756713519,8.51331276425551,,,8751,Innlandet,2022-11-14
total,county,county34,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,3848,3703,,,89.8225957049487,86.437908496732,,,4284,Innlandet,2022-11-14
total,county,county34,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,14163,13501,5864,25,89.142749244713,84.9760825780463,36.908358509567,0.157351460221551,15888,Innlandet,2022-11-14
total,county,county34,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,28361,27281,15083,173,86.2298570994223,82.9461842505321,45.8589236850107,0.525995743387048,32890,Innlandet,2022-11-14
total,county,county34,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,9193,8985,6008,106,87.9965540346511,86.0055518330621,57.50933282282,1.01464535273284,10447,Innlandet,2022-11-14
total,county,county34,2020,045_054,male,1900,1,1900-01,1899/1900,24,1900-01-01,24025,23682,18931,636,92.1592696305957,90.8435306302505,72.6188192872761,2.4396793125935,26069,Innlandet,2022-11-14
total,county,county34,2020,055_064,male,1900,1,1900-01,1899/1900,24,1900-01-01,24517,24336,22021,1711,94.9461699326156,94.2452172566029,85.2799938037333,6.6261327550151,25822,Innlandet,2022-11-14
total,county,county34,2020,065_074,male,1900,1,1900-01,1899/1900,24,1900-01-01,22365,22250,21978,13329,95,95,95,58.0910873828721,22945,Innlandet,2022-11-14
total,county,county34,2020,075_079,male,1900,1,1900-01,1899/1900,24,1900-01-01,8688,8623,8251,6847,95,95,94.9372914509262,78.7826487170636,8691,Innlandet,2022-11-14
total,county,county34,2020,080_084,male,1900,1,1900-01,1899/1900,24,1900-01-01,4900,4867,4538,3801,95,95,94.3843594009983,79.0557404326123,4808,Innlandet,2022-11-14
total,county,county34,2020,085p,male,1900,1,1900-01,1899/1900,24,1900-01-01,4215,4132,3571,2805,95,95,93.1889352818372,73.1993736951983,3832,Innlandet,2022-11-14
total,county,county38,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,7460,721,,,76.5520779887122,7.39866598255516,,,9745,Vestfold og Telemark,2022-11-14
total,county,county38,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,4494,4175,,,90.8062234794908,84.3604768640129,,,4949,Vestfold og Telemark,2022-11-14
total,county,county38,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,14072,13507,7252,75,89.3290166952327,85.7423982733448,46.0356757443027,0.476099790516092,15753,Vestfold og Telemark,2022-11-14
total,county,county38,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,32881,31638,18584,444,89.0070921985816,85.6423582913757,50.3058849006551,1.20188403443235,36942,Vestfold og Telemark,2022-11-14
total,county,county38,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,11832,11568,8237,292,92.3365069455283,90.2762603402529,64.2812548774778,2.2787576088653,12814,Vestfold og Telemark,2022-11-14
total,county,county38,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,27952,27557,22717,1150,93.6321307741266,92.3089806719593,76.0962047365424,3.85220915820856,29853,Vestfold og Telemark,2022-11-14
total,county,county38,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,27096,26833,24760,2363,95,94.5989776132558,87.2906751277984,8.33068922968447,28365,Vestfold og Telemark,2022-11-14
total,county,county38,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,24452,24325,23725,14976,95,95,94.2440613331215,59.4899499483594,25174,Vestfold og Telemark,2022-11-14
total,county,county38,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,9771,9712,9267,7690,95,95,93.5021693068308,77.5905559479366,9911,Vestfold og Telemark,2022-11-14
total,county,county38,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,6227,6183,5788,4484,95,95,92.8605807797208,71.9396759184983,6233,Vestfold og Telemark,2022-11-14
total,county,county38,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,7180,7058,6156,4579,95,95,91.8943125839677,68.3534855948649,6699,Vestfold og Telemark,2022-11-14
total,county,county38,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,8126,797,,,76.4943989456839,7.50258872258308,,,10623,Vestfold og Telemark,2022-11-14
total,county,county38,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,4623,4162,,,88.3769833683808,79.5641368763143,,,5231,Vestfold og Telemark,2022-11-14
total,county,county38,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,15365,14569,6303,78,86.9602128020828,82.4551474333579,35.6726470088856,0.441451129096157,17669,Vestfold og Telemark,2022-11-14
total,county,county38,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,33049,31592,16708,342,84.9326685855263,81.1883223684211,42.9379111842105,0.87890625,38912,Vestfold og Telemark,2022-11-14
total,county,county38,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,11398,11083,7291,189,87.18066391311,84.7713018204069,55.7671714853909,1.44561725562185,13074,Vestfold og Telemark,2022-11-14
