granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3,n_dose_4,pr100_dose_1,pr100_dose_2,pr100_dose_3,pr100_dose_4,pop,location_name,date_of_publishing
total,county,county11,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,18356,17631,9812,21,91.2326043737575,87.6292246520875,48.7673956262426,0.104373757455268,20120,Rogaland,2022-09-07
total,county,county11,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,42847,41297,24190,123,87.8012295081967,84.625,49.5696721311476,0.252049180327869,48800,Rogaland,2022-09-07
total,county,county11,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,14756,14377,10506,135,90.7838070628768,88.4520733357943,64.6363971945367,0.830564784053156,16254,Rogaland,2022-09-07
total,county,county11,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,29571,29168,24695,366,93.134074517338,91.8648231551762,77.7770778873106,1.1527195993827,31751,Rogaland,2022-09-07
total,county,county11,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,25908,25713,24156,646,95,94.4462809917355,88.7272727272727,2.37281910009183,27225,Rogaland,2022-09-07
total,county,county11,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,20812,20676,19992,8391,95,95,93.3594844494256,39.1846455589801,21414,Rogaland,2022-09-07
total,county,county11,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,7923,7875,7479,4920,95,95,93.196261682243,61.3084112149533,8025,Rogaland,2022-09-07
total,county,county11,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,5065,5014,4648,3100,95,95,91.6042569964525,61.0957824201813,5074,Rogaland,2022-09-07
total,county,county11,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,6099,5995,5208,2931,95,95,90.8108108108108,51.1072362685266,5735,Rogaland,2022-09-07
total,county,county11,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,9487,771,,,70.8778483376915,5.76017930519238,,,13385,Rogaland,2022-09-07
total,county,county11,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,5522,5138,,,88.408581492155,82.2606468139609,,,6246,Rogaland,2022-09-07
total,county,county11,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,18947,17860,7427,18,87.7419653607484,82.7081596739835,34.3938130962304,0.0833564879133093,21594,Rogaland,2022-09-07
total,county,county11,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,43342,41388,22033,99,84.0433577010335,80.2544065463148,42.7236237420256,0.191968354307654,51571,Rogaland,2022-09-07
total,county,county11,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,15002,14552,9794,65,84.9538478962569,82.4055722294581,55.4618041791721,0.368084262982049,17659,Rogaland,2022-09-07
total,county,county11,2020,045_054,male,1900,1,1900-01,1899/1900,24,1900-01-01,30653,30141,24669,262,89.8862236818955,88.3848454636092,72.3388657556742,0.768283385138702,34102,Rogaland,2022-09-07
total,county,county11,2020,055_064,male,1900,1,1900-01,1899/1900,24,1900-01-01,26728,26472,24693,560,93.5625021878391,92.6663632863094,86.4388980291945,1.9603038470963,28567,Rogaland,2022-09-07
total,county,county11,2020,065_074,male,1900,1,1900-01,1899/1900,24,1900-01-01,20988,20852,20225,8325,95,95,93.9736084007063,38.681349316978,21522,Rogaland,2022-09-07
total,county,county11,2020,075_079,male,1900,1,1900-01,1899/1900,24,1900-01-01,7370,7326,7003,4656,95,95,94.6479253953237,62.927422624679,7399,Rogaland,2022-09-07
total,county,county11,2020,080_084,male,1900,1,1900-01,1899/1900,24,1900-01-01,4112,4080,3825,2788,95,95,94.2582552981764,68.7037949728931,4058,Rogaland,2022-09-07
total,county,county11,2020,085p,male,1900,1,1900-01,1899/1900,24,1900-01-01,3555,3501,3065,1977,95,95,93.2177615571776,60.1277372262774,3288,Rogaland,2022-09-07
total,county,county15,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,5368,834,,,82.7118644067797,12.8505392912173,,,6490,Møre og Romsdal,2022-09-07
total,county,county15,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,3029,3171,,,93.4299814929056,95,,,3242,Møre og Romsdal,2022-09-07
total,county,county15,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,9925,9692,5788,19,91.3315542468023,89.1874482377841,53.2621698720898,0.174841262537959,10867,Møre og Romsdal,2022-09-07
total,county,county15,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,20877,20309,13008,119,90.2750151344807,87.8189051284269,56.2483784484995,0.514572342817608,23126,Møre og Romsdal,2022-09-07
total,county,county15,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,7236,7125,5479,69,92.0142421159715,90.6027466937945,69.6719226856562,0.877416073245168,7864,Møre og Romsdal,2022-09-07
total,county,county15,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,16114,15933,13919,254,94.3166520339479,93.2572431957858,81.4691249634182,1.48668422592918,17085,Møre og Romsdal,2022-09-07
total,county,county15,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,15348,15244,14434,392,95,95,90.37630705654,2.45444868824745,15971,Møre og Romsdal,2022-09-07
total,county,county15,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,14581,14509,14282,4195,95,95,95,28.0564472980203,14952,Møre og Romsdal,2022-09-07
total,county,county15,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,5628,5601,5315,2848,95,95,93.311095505618,50,5696,Møre og Romsdal,2022-09-07
total,county,county15,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,3622,3582,3349,1947,95,95,93.001943904471,54.068314357123,3601,Møre og Romsdal,2022-09-07
total,county,county15,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,4823,4736,4131,2182,95,95,91.7796045323261,48.478115974228,4501,Møre og Romsdal,2022-09-07
total,county,county15,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,5623,811,,,82.8251583443806,11.945794667845,,,6789,Møre og Romsdal,2022-09-07
total,county,county15,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,3062,3082,,,90.5113804315696,91.1025716819391,,,3383,Møre og Romsdal,2022-09-07
total,county,county15,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,10727,10296,4808,14,90.0142653352354,86.3975832843837,40.3457245951162,0.117479231350172,11917,Møre og Romsdal,2022-09-07
total,county,county15,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,21895,21123,12053,50,85.9132823229351,82.8840494408476,47.2944869531097,0.196193839513439,25485,Møre og Romsdal,2022-09-07
total,county,county15,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,7084,6929,4881,46,84.7267073316589,82.8728620978352,58.3781844277,0.550173424231551,8361,Møre og Romsdal,2022-09-07
total,county,county15,2020,045_054,male,1900,1,1900-01,1899/1900,24,1900-01-01,16645,16373,13589,166,90.0557268841638,88.5841043120706,73.5216144565276,0.89812259914516,18483,Møre og Romsdal,2022-09-07
total,county,county15,2020,055_064,male,1900,1,1900-01,1899/1900,24,1900-01-01,16089,15992,15117,327,94.3470357121914,93.7782208409078,88.647158857679,1.91755116401806,17053,Møre og Romsdal,2022-09-07
total,county,county15,2020,065_074,male,1900,1,1900-01,1899/1900,24,1900-01-01,14821,14759,14553,3919,95,95,95,25.7845910915192,15199,Møre og Romsdal,2022-09-07
total,county,county15,2020,075_079,male,1900,1,1900-01,1899/1900,24,1900-01-01,5491,5464,5225,2808,95,95,95,51.2783053323594,5476,Møre og Romsdal,2022-09-07
total,county,county15,2020,080_084,male,1900,1,1900-01,1899/1900,24,1900-01-01,3074,3043,2854,1706,95,95,94.5972820682798,56.5462379847531,3017,Møre og Romsdal,2022-09-07
total,county,county15,2020,085p,male,1900,1,1900-01,1899/1900,24,1900-01-01,2792,2761,2402,1383,95,95,94.5297127115309,54.4273907910272,2541,Møre og Romsdal,2022-09-07
total,county,county18,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,4422,553,,,82.1475013932751,10.2730819245774,,,5383,Nordland,2022-09-07
total,county,county18,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,2497,2523,,,93.6609152288072,94.6361590397599,,,2666,Nordland,2022-09-07
total,county,county18,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,8494,8247,4097,17,90.496484125293,87.8649051779246,43.6501171958236,0.181120818239932,9386,Nordland,2022-09-07
total,county,county18,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,19089,18419,10795,106,89.5356472795497,86.3930581613509,50.6332082551595,0.49718574108818,21320,Nordland,2022-09-07
total,county,county18,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,6043,5925,4189,68,91.6578188988321,89.8680418625815,63.5370847868952,1.0313969361444,6593,Nordland,2022-09-07
total,county,county18,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,14779,14603,12025,229,93.6743360588198,92.558788109273,76.2185459846612,1.45148000253534,15777,Nordland,2022-09-07
total,county,county18,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,15014,14877,13519,387,95,94.7157318393073,86.0699051378366,2.46386961227478,15707,Nordland,2022-09-07
total,county,county18,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,13537,13456,13131,2917,95,95,94.2641780330223,20.940416367552,13930,Nordland,2022-09-07
total,county,county18,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,5514,5477,5115,2134,95,95,91.7818051318859,38.291763861475,5573,Nordland,2022-09-07
total,county,county18,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,3621,3587,3269,1475,95,95,90.6042128603104,40.8813747228381,3608,Nordland,2022-09-07
total,county,county18,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,4227,4150,3462,1464,95,95,85.8630952380952,36.3095238095238,4032,Nordland,2022-09-07
total,county,county18,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,4700,553,,,81.4275814275814,9.58073458073458,,,5772,Nordland,2022-09-07
total,county,county18,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,2683,2596,,,92.485349879352,89.4863840055153,,,2901,Nordland,2022-09-07
total,county,county18,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,9167,8701,3125,10,88.1866281866282,83.7037037037037,30.0625300625301,0.0962000962000962,10395,Nordland,2022-09-07
total,county,county18,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,19781,19030,9590,70,85.1198416455097,81.8882051723396,41.2668359223719,0.301217780455269,23239,Nordland,2022-09-07
total,county,county18,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,5978,5822,3705,46,85.3878017426082,83.1595486359092,52.9210112841023,0.657048993001,7001,Nordland,2022-09-07
total,county,county18,2020,045_054,male,1900,1,1900-01,1899/1900,24,1900-01-01,14608,14384,11268,148,90.6597157574629,89.2695339167132,69.9311115248557,0.918513001923912,16113,Nordland,2022-09-07
total,county,county18,2020,055_064,male,1900,1,1900-01,1899/1900,24,1900-01-01,15388,15252,13745,336,94.7245306248077,93.8873499538319,84.610649430594,2.06832871652816,16245,Nordland,2022-09-07
total,county,county18,2020,065_074,male,1900,1,1900-01,1899/1900,24,1900-01-01,14114,14037,13647,2704,95,95,94.2602569415665,18.6766127918221,14478,Nordland,2022-09-07
total,county,county18,2020,075_079,male,1900,1,1900-01,1899/1900,24,1900-01-01,5406,5367,5028,2161,95,95,93.1628682601445,40.0407633870669,5397,Nordland,2022-09-07
total,county,county18,2020,080_084,male,1900,1,1900-01,1899/1900,24,1900-01-01,3194,3160,2909,1402,95,95,92.7910685805423,44.7208931419458,3135,Nordland,2022-09-07
total,county,county18,2020,085p,male,1900,1,1900-01,1899/1900,24,1900-01-01,2529,2477,2092,983,95,95,90.2112979732643,42.3889607589478,2319,Nordland,2022-09-07
total,county,county30,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,23490,2702,,,73.9213896843629,8.50300531831199,,,31777,Viken,2022-09-07
total,county,county30,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,13858,12844,,,89.9811700538926,83.3971820011688,,,15401,Viken,2022-09-07
total,county,county30,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,43172,41399,23479,58,91.5669805718164,87.806481717146,49.798506829558,0.123016883006702,47148,Viken,2022-09-07
total,county,county30,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,103666,98946,58474,341,89.1788894145985,85.1184997204181,50.3023785969289,0.293345950363457,116245,Viken,2022-09-07
total,county,county30,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,39014,37840,26448,240,91.7933273728295,89.0311044186156,62.2276598748294,0.564679309208978,42502,Viken,2022-09-07
total,county,county30,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,86121,84617,69879,964,94.2665747217023,92.6203220262919,76.4883591107608,1.05517792445189,91359,Viken,2022-09-07
total,county,county30,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,74924,74243,68065,1507,95,94.6047886641946,86.7324184155867,1.92030786090192,78477,Viken,2022-09-07
total,county,county30,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,61892,61525,59871,20096,95,95,93.9904865068526,31.5483759556665,63699,Viken,2022-09-07
total,county,county30,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,26307,26151,24940,15651,95,95,93.5133108361455,58.6839145106862,26670,Viken,2022-09-07
total,county,county30,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,16073,15927,14895,9751,95,95,92.7459526774595,60.7160647571607,16060,Viken,2022-09-07
total,county,county30,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,17845,17497,15164,9672,95,95,91.1352845723902,58.1284932988761,16639,Viken,2022-09-07
total,county,county30,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,24534,2598,,,72.8660528660529,7.71606771606772,,,33670,Viken,2022-09-07
total,county,county30,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,14274,12622,,,87.2547221712819,77.1563053976405,,,16359,Viken,2022-09-07
total,county,county30,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,46336,43495,19975,54,88.9298326424075,83.4772762167972,38.3367879625365,0.103638876093966,52104,Viken,2022-09-07
total,county,county30,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,101746,96459,53310,264,84.3294406272534,79.9474526120362,44.1845623399335,0.218809312656958,120653,Viken,2022-09-07
total,county,county30,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,37308,36069,23916,157,85.5334953459581,82.6929249392453,54.8305745334495,0.359943142739236,43618,Viken,2022-09-07
total,county,county30,2020,045_054,male,1900,1,1900-01,1899/1900,24,1900-01-01,86265,84589,67581,689,90.7145486092855,88.9521005310479,71.0668279089332,0.724538619275461,95095,Viken,2022-09-07
total,county,county30,2020,055_064,male,1900,1,1900-01,1899/1900,24,1900-01-01,76644,75888,68877,1364,94.1190917686933,93.1907212063905,84.5811894440829,1.67499662299068,81433,Viken,2022-09-07
total,county,county30,2020,065_074,male,1900,1,1900-01,1899/1900,24,1900-01-01,59359,59053,57552,18501,95,95,94.2008347655291,30.2823471642524,61095,Viken,2022-09-07
total,county,county30,2020,075_079,male,1900,1,1900-01,1899/1900,24,1900-01-01,23531,23411,22376,14150,95,95,94.7573473363259,59.9220801219616,23614,Viken,2022-09-07
total,county,county30,2020,080_084,male,1900,1,1900-01,1899/1900,24,1900-01-01,12759,12644,11856,8245,95,95,94.5303779301547,65.7391165683304,12542,Viken,2022-09-07
total,county,county30,2020,085p,male,1900,1,1900-01,1899/1900,24,1900-01-01,10517,10349,8999,6151,95,95,93.5349755742646,63.9330630911548,9621,Viken,2022-09-07
total,county,county34,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,6619,733,,,81.9487433453015,9.07515166522224,,,8077,Innlandet,2022-09-07
total,county,county34,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,3715,3742,,,90.9647404505387,91.6258570029383,,,4084,Innlandet,2022-09-07
total,county,county34,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,13293,12856,7245,18,90.9731727347386,87.9824801532987,49.5825349028196,0.123186422118806,14612,Innlandet,2022-09-07
total,county,county34,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,27382,26438,16106,118,89.7182175622543,86.6251638269987,52.7719528178244,0.386631716906946,30520,Innlandet,2022-09-07
total,county,county34,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,9582,9388,6814,67,92.9930124223602,91.110248447205,66.1296583850932,0.650232919254658,10304,Innlandet,2022-09-07
total,county,county34,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,24262,23907,19873,303,94.1518879273546,92.7742636501222,77.1197951026427,1.17583142535605,25769,Innlandet,2022-09-07
total,county,county34,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,24220,24031,22099,555,95,94.5060563158723,86.9081327670285,2.18263331760264,25428,Innlandet,2022-09-07
total,county,county34,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,22808,22687,22184,4065,95,95,94.4683387982796,17.3103947536516,23483,Innlandet,2022-09-07
total,county,county34,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,9509,9452,8979,4358,95,95,93.2883116883117,45.2779220779221,9625,Innlandet,2022-09-07
total,county,county34,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,6106,6040,5591,3017,95,95,92.2455040422373,49.777264477809,6061,Innlandet,2022-09-07
total,county,county34,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,6980,6850,5805,3116,95,95,89.7217928902628,48.160741885626,6470,Innlandet,2022-09-07
total,county,county34,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,7097,738,,,81.0993029368072,8.43332190606788,,,8751,Innlandet,2022-09-07
total,county,county34,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,3845,3694,,,89.7525676937442,86.2278244631186,,,4284,Innlandet,2022-09-07
total,county,county34,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,14213,13549,5854,7,89.4574521651561,85.2781973816717,36.8454179254784,0.0440584088620342,15888,Innlandet,2022-09-07
total,county,county34,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,28361,27278,15016,65,86.2298570994223,82.9370629370629,45.6552143508665,0.197628458498024,32890,Innlandet,2022-09-07
total,county,county34,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,9183,8975,5983,39,87.9008327749593,85.9098305733703,57.2700296735905,0.373312912797932,10447,Innlandet,2022-09-07
total,county,county34,2020,045_054,male,1900,1,1900-01,1899/1900,24,1900-01-01,24009,23671,18877,206,92.0978940504047,90.8013349188692,72.4116767041313,0.790210594959531,26069,Innlandet,2022-09-07
total,county,county34,2020,055_064,male,1900,1,1900-01,1899/1900,24,1900-01-01,24467,24289,21914,454,94.7525365967005,94.0632019208427,84.8656184648749,1.75819069010921,25822,Innlandet,2022-09-07
total,county,county34,2020,065_074,male,1900,1,1900-01,1899/1900,24,1900-01-01,22339,22229,21780,3534,95,95,94.9226410982785,15.4020483765526,22945,Innlandet,2022-09-07
total,county,county34,2020,075_079,male,1900,1,1900-01,1899/1900,24,1900-01-01,8680,8616,8185,4012,95,95,94.1778851685652,46.162697042918,8691,Innlandet,2022-09-07
total,county,county34,2020,080_084,male,1900,1,1900-01,1899/1900,24,1900-01-01,4897,4863,4497,2581,95,95,93.5316139767055,53.6813643926789,4808,Innlandet,2022-09-07
total,county,county34,2020,085p,male,1900,1,1900-01,1899/1900,24,1900-01-01,4213,4128,3535,1990,95,95,92.2494780793319,51.9311064718163,3832,Innlandet,2022-09-07
total,county,county38,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,7438,701,,,76.326321190354,7.19343252950231,,,9745,Vestfold og Telemark,2022-09-07
total,county,county38,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,4492,4166,,,90.7658112750051,84.1786219438271,,,4949,Vestfold og Telemark,2022-09-07
total,county,county38,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,14255,13665,7313,11,90.4907001840919,86.745381832032,46.4229035739224,0.0698279692756935,15753,Vestfold og Telemark,2022-09-07
total,county,county38,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,32773,31541,18430,96,88.714742028044,85.3797845270965,49.8890152130367,0.259866818255644,36942,Vestfold og Telemark,2022-09-07
total,county,county38,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,11835,11568,8189,77,92.3599188387701,90.2762603402529,63.9066645856095,0.600905259872015,12814,Vestfold og Telemark,2022-09-07
total,county,county38,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,27905,27511,22631,294,93.4746926607041,92.1548923056309,75.8081264864503,0.984825645663752,29853,Vestfold og Telemark,2022-09-07
total,county,county38,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,27058,26796,24649,555,95,94.4685351665785,86.8993477877666,1.95663670015865,28365,Vestfold og Telemark,2022-09-07
total,county,county38,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,24428,24299,23537,5493,95,95,93.4972590768253,21.8201318821006,25174,Vestfold og Telemark,2022-09-07
total,county,county38,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,9764,9705,9222,5390,95,95,93.048128342246,54.3840177580466,9911,Vestfold og Telemark,2022-09-07
total,county,county38,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,6225,6179,5763,3549,95,95,92.4594898122894,56.9388737365635,6233,Vestfold og Telemark,2022-09-07
total,county,county38,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,7178,7055,6132,3657,95,95,91.5360501567398,54.590237348858,6699,Vestfold og Telemark,2022-09-07
total,county,county38,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,8110,777,,,76.3437823590323,7.31431798926857,,,10623,Vestfold og Telemark,2022-09-07
total,county,county38,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,4621,4156,,,88.33874976104,79.4494360542917,,,5231,Vestfold og Telemark,2022-09-07
total,county,county38,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,15500,14699,6341,20,87.7242628332107,83.1908993151848,35.8877129435735,0.113192597204143,17669,Vestfold og Telemark,2022-09-07
total,county,county38,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,32970,31514,16620,69,84.729646381579,80.9878700657895,42.7117598684211,0.177323190789474,38912,Vestfold og Telemark,2022-09-07
total,county,county38,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,11386,11072,7258,44,87.0888786905308,84.687165366376,55.5147621232982,0.336545816123604,13074,Vestfold og Telemark,2022-09-07
